transaction_id,customer_id,product_id,quantity,amount_paise,currency,status,method,attempt_count,created_at,updated_at,refunded_at
txn_000018,cust_0311,prod_002,1,149900,INR,FAILED,netbanking,1,2026-08-17T11:10:25+05:30,2026-08-17T11:10:25+05:30,
txn_000019,cust_0461,prod_005,1,3999900,INR,FAILED,upi,1,2026-08-20T20:53:04+05:30,2026-08-20T20:53:04+05:30,
txn_000020,cust_0483,prod_009,1,249900,INR,FAILED,wallet,1,2026-08-16T12:13:15+05:30,2026-08-16T12:13:15+05:30,
txn_000021,cust_0119,prod_004,1,1499900,INR,FAILED,netbanking,1,2026-08-11T17:37:55+05:30,2026-08-11T17:37:55+05:30,
txn_000022,cust_0435,prod_010,1,799900,INR,FAILED,card,1,2026-08-21T18:04:22+05:30,2026-08-21T18:04:22+05:30,
txn_000023,cust_0287,prod_009,1,249900,INR,FAILED,wallet,1,2026-08-08T19:43:08+05:30,2026-08-08T19:43:08+05:30,
txn_000024,cust_0181,prod_010,1,799900,INR,FAILED,netbanking,1,2026-08-16T10:08:12+05:30,2026-08-16T10:08:12+05:30,
txn_000025,cust_0146,prod_002,1,149900,INR,FAILED,wallet,1,2026-08-15T16:19:21+05:30,2026-08-15T16:19:21+05:30,
txn_000026,cust_0362,prod_013,1,299900,INR,FAILED,wallet,1,2026-08-16T18:29:41+05:30,2026-08-16T18:29:41+05:30,
txn_000027,cust_0474,prod_003,1,399900,INR,CAPTURED,card,2,2026-08-24T15:43:23+05:30,2026-08-28T15:43:23+05:30,
txn_000028,cust_0388,prod_008,1,129900,INR,CAPTURED,card,2,2026-08-29T19:24:53+05:30,2026-08-29T19:49:53+05:30,
txn_000029,cust_0141,prod_013,1,299900,INR,CAPTURED,netbanking,2,2026-08-25T17:46:42+05:30,2026-08-26T17:46:42+05:30,
txn_000030,cust_0450,prod_010,1,799900,INR,CAPTURED,card,2,2026-08-16T20:26:50+05:30,2026-08-18T20:26:50+05:30,
txn_000031,cust_0273,prod_011,1,2499900,INR,CAPTURED,upi,2,2026-08-16T19:48:41+05:30,2026-08-17T01:48:41+05:30,
txn_000032,cust_0475,prod_010,1,799900,INR,CAPTURED,upi,2,2026-08-17T12:22:42+05:30,2026-08-21T12:22:42+05:30,
txn_000033,cust_0337,prod_018,1,1199900,INR,CAPTURED,wallet,2,2026-08-21T13:20:24+05:30,2026-08-21T13:45:24+05:30,
txn_000034,cust_0115,prod_010,1,799900,INR,CAPTURED,card,2,2026-08-29T16:22:22+05:30,2026-08-29T16:47:22+05:30,
txn_000035,cust_0471,prod_018,1,1199900,INR,CAPTURED,netbanking,2,2026-08-10T13:05:17+05:30,2026-08-10T13:30:17+05:30,
txn_000036,cust_0005,prod_003,1,399900,INR,CAPTURED,wallet,2,2026-08-19T13:59:08+05:30,2026-08-19T15:29:08+05:30,
txn_000037,cust_0163,prod_002,1,149900,INR,FAILED,wallet,2,2026-08-23T10:57:02+05:30,2026-08-23T11:08:02+05:30,
txn_000038,cust_0253,prod_014,1,899900,INR,FAILED,card,3,2026-08-28T21:10:57+05:30,2026-08-30T21:13:57+05:30,
txn_000039,cust_0395,prod_010,1,799900,INR,FAILED,upi,2,2026-08-15T13:16:10+05:30,2026-08-15T13:27:10+05:30,
txn_000040,cust_0363,prod_009,1,249900,INR,FAILED,netbanking,2,2026-08-09T20:57:29+05:30,2026-08-09T21:00:29+05:30,
txn_000041,cust_0121,prod_014,1,899900,INR,FAILED,upi,3,2026-08-25T07:30:47+05:30,2026-08-26T08:17:47+05:30,
txn_000042,cust_0374,prod_003,1,399900,INR,FAILED,wallet,3,2026-08-23T11:33:40+05:30,2026-08-24T11:36:40+05:30,
txn_000043,cust_0046,prod_008,1,129900,INR,FAILED,netbanking,2,2026-08-10T11:04:40+05:30,2026-08-10T23:04:40+05:30,
txn_000044,cust_0073,prod_010,1,799900,INR,FAILED,wallet,4,2026-08-12T12:43:20+05:30,2026-08-15T15:43:20+05:30,
txn_000045,cust_0144,prod_016,1,14900,INR,FAILED,upi,1,2026-08-26T17:57:58+05:30,2026-08-26T17:57:58+05:30,
txn_000046,cust_0178,prod_013,1,299900,INR,FAILED,netbanking,1,2026-08-08T16:39:15+05:30,2026-08-08T16:39:15+05:30,
txn_000047,cust_0410,prod_016,1,14900,INR,FAILED,wallet,1,2026-08-20T22:50:23+05:30,2026-08-20T22:50:23+05:30,
txn_000048,cust_0009,prod_002,1,149900,INR,FAILED,wallet,1,2026-08-13T12:45:59+05:30,2026-08-13T12:45:59+05:30,
txn_000049,cust_0276,prod_016,1,14900,INR,FAILED,netbanking,1,2026-08-10T19:53:17+05:30,2026-08-10T19:53:17+05:30,
txn_000050,cust_0223,prod_002,1,149900,INR,FAILED,card,1,2026-08-08T19:36:14+05:30,2026-08-08T19:36:14+05:30,
txn_000051,cust_0272,prod_015,1,19900,INR,FAILED,card,1,2026-08-15T10:56:51+05:30,2026-08-15T10:56:51+05:30,
txn_000052,cust_0186,prod_009,1,249900,INR,FAILED,wallet,1,2026-08-15T17:39:27+05:30,2026-08-15T17:39:27+05:30,
txn_000053,cust_0399,prod_016,1,14900,INR,FAILED,wallet,1,2026-08-18T21:58:01+05:30,2026-08-18T21:58:01+05:30,
txn_000054,cust_0484,prod_003,1,399900,INR,FAILED,card,1,2026-08-11T19:03:44+05:30,2026-08-11T19:03:44+05:30,
txn_000055,cust_0322,prod_015,1,19900,INR,FAILED,wallet,1,2026-08-30T20:01:39+05:30,2026-08-30T20:01:39+05:30,
txn_000056,cust_0246,prod_009,1,249900,INR,FAILED,netbanking,1,2026-08-10T14:02:33+05:30,2026-08-10T14:02:33+05:30,
txn_000057,cust_0204,prod_006,1,8999900,INR,FAILED,upi,1,2026-08-28T11:33:17+05:30,2026-08-28T11:33:17+05:30,
txn_000058,cust_0169,prod_006,1,8999900,INR,FAILED,wallet,1,2026-08-19T18:24:09+05:30,2026-08-19T18:24:09+05:30,
txn_000059,cust_0285,prod_011,1,2499900,INR,FAILED,upi,1,2026-08-19T14:29:57+05:30,2026-08-19T14:29:57+05:30,
txn_000060,cust_0231,prod_006,1,8999900,INR,FAILED,upi,1,2026-08-27T18:22:47+05:30,2026-08-27T18:22:47+05:30,
txn_000061,cust_0103,prod_005,1,3999900,INR,FAILED,upi,1,2026-08-15T13:04:06+05:30,2026-08-15T13:04:06+05:30,
txn_000062,cust_0021,prod_005,1,3999900,INR,FAILED,netbanking,1,2026-08-29T13:07:57+05:30,2026-08-29T13:07:57+05:30,
txn_000063,cust_0462,prod_018,1,1199900,INR,FAILED,wallet,1,2026-05-04T08:24:20+05:30,2026-05-04T08:24:20+05:30,
txn_000064,cust_0305,prod_004,1,1499900,INR,FAILED,netbanking,1,2026-04-29T20:52:42+05:30,2026-04-29T20:52:42+05:30,
txn_000065,cust_0330,prod_005,1,3999900,INR,FAILED,wallet,1,2026-04-27T12:32:32+05:30,2026-04-27T12:32:32+05:30,
txn_000066,cust_0268,prod_014,1,899900,INR,FAILED,netbanking,1,2026-03-30T16:44:24+05:30,2026-03-30T16:44:24+05:30,
txn_000067,cust_0421,prod_011,1,2499900,INR,FAILED,card,1,2026-04-16T16:47:43+05:30,2026-04-16T16:47:43+05:30,
txn_000068,cust_0248,prod_014,1,899900,INR,FAILED,wallet,1,2026-05-20T15:56:54+05:30,2026-05-20T15:56:54+05:30,
txn_000069,cust_0391,prod_013,1,299900,INR,FAILED,card,1,2026-06-28T07:56:36+05:30,2026-06-28T07:56:36+05:30,
txn_000070,cust_0323,prod_009,1,249900,INR,FAILED,upi,1,2026-06-20T12:55:12+05:30,2026-06-20T12:55:12+05:30,
txn_000071,cust_0001,prod_003,1,399900,INR,CAPTURED,netbanking,1,2026-08-21T18:48:33+05:30,2026-08-21T18:48:33+05:30,
txn_000072,cust_0001,prod_009,1,249900,INR,CAPTURED,upi,1,2026-04-01T20:21:48+05:30,2026-04-01T20:21:48+05:30,
txn_000073,cust_0002,prod_012,1,6499900,INR,CAPTURED,netbanking,1,2026-07-15T09:32:47+05:30,2026-07-15T09:32:47+05:30,
txn_000074,cust_0002,prod_013,3,899700,INR,CAPTURED,netbanking,1,2026-06-22T14:21:43+05:30,2026-06-22T14:21:43+05:30,
txn_000075,cust_0002,prod_003,1,399900,INR,CAPTURED,wallet,1,2026-03-16T11:45:41+05:30,2026-03-16T11:45:41+05:30,
txn_000076,cust_0002,prod_004,1,1499900,INR,CAPTURED,card,1,2026-09-01T21:04:25+05:30,2026-09-01T21:04:25+05:30,
txn_000077,cust_0002,prod_011,1,2499900,INR,CAPTURED,upi,1,2026-05-22T19:10:56+05:30,2026-05-22T19:10:56+05:30,
txn_000078,cust_0002,prod_002,1,149900,INR,CAPTURED,netbanking,1,2026-04-15T16:30:05+05:30,2026-04-15T16:30:05+05:30,
txn_000079,cust_0002,prod_005,1,3999900,INR,CAPTURED,card,1,2026-04-10T19:32:22+05:30,2026-04-10T19:32:22+05:30,
txn_000080,cust_0002,prod_004,1,1499900,INR,CAPTURED,upi,1,2026-03-09T20:14:44+05:30,2026-03-09T20:14:44+05:30,
txn_000081,cust_0003,prod_007,1,79900,INR,CAPTURED,card,1,2026-05-12T16:12:23+05:30,2026-05-12T16:12:23+05:30,
txn_000082,cust_0003,prod_014,1,899900,INR,CAPTURED,netbanking,1,2026-03-06T16:22:34+05:30,2026-03-06T16:22:34+05:30,
txn_000083,cust_0004,prod_002,1,149900,INR,CAPTURED,wallet,1,2026-04-13T06:10:47+05:30,2026-04-13T06:10:47+05:30,
txn_000084,cust_0004,prod_007,1,79900,INR,CAPTURED,upi,1,2026-04-03T11:49:51+05:30,2026-04-03T11:49:51+05:30,
txn_000085,cust_0004,prod_003,1,399900,INR,CAPTURED,netbanking,1,2026-07-28T13:00:49+05:30,2026-07-28T13:00:49+05:30,
txn_000086,cust_0005,prod_010,1,799900,INR,CAPTURED,wallet,1,2026-06-27T21:00:03+05:30,2026-06-27T21:00:03+05:30,
txn_000087,cust_0005,prod_017,1,449900,INR,CAPTURED,netbanking,1,2026-07-06T18:18:01+05:30,2026-07-06T18:18:01+05:30,
txn_000088,cust_0005,prod_018,1,1199900,INR,CAPTURED,upi,1,2026-03-05T16:50:35+05:30,2026-03-05T16:50:35+05:30,
txn_000089,cust_0005,prod_014,1,899900,INR,CAPTURED,card,1,2026-04-27T10:15:53+05:30,2026-04-27T10:15:53+05:30,
txn_000090,cust_0005,prod_010,1,799900,INR,CAPTURED,upi,1,2026-06-04T16:28:16+05:30,2026-06-04T16:28:16+05:30,
txn_000091,cust_0007,prod_008,1,129900,INR,CAPTURED,wallet,1,2026-05-22T18:22:48+05:30,2026-05-22T18:22:48+05:30,
txn_000092,cust_0007,prod_003,1,399900,INR,CAPTURED,netbanking,1,2026-03-31T13:31:44+05:30,2026-03-31T13:31:44+05:30,
txn_000093,cust_0008,prod_016,1,14900,INR,CAPTURED,upi,1,2026-03-04T14:35:28+05:30,2026-03-04T14:35:28+05:30,
txn_000094,cust_0010,prod_002,1,149900,INR,CAPTURED,upi,1,2026-09-01T11:32:38+05:30,2026-09-01T11:32:38+05:30,
txn_000095,cust_0010,prod_008,1,129900,INR,CAPTURED,wallet,1,2026-03-12T08:45:34+05:30,2026-03-12T08:45:34+05:30,
txn_000096,cust_0011,prod_007,1,79900,INR,CAPTURED,card,1,2026-07-10T13:56:37+05:30,2026-07-10T13:56:37+05:30,
txn_000097,cust_0013,prod_003,1,399900,INR,CAPTURED,netbanking,1,2026-03-30T12:10:15+05:30,2026-03-30T12:10:15+05:30,
txn_000098,cust_0013,prod_002,1,149900,INR,CAPTURED,netbanking,1,2026-03-12T18:54:11+05:30,2026-03-12T18:54:11+05:30,
txn_000099,cust_0014,prod_002,1,149900,INR,CAPTURED,card,1,2026-06-05T09:39:46+05:30,2026-06-05T09:39:46+05:30,
txn_000100,cust_0015,prod_014,1,899900,INR,CAPTURED,netbanking,1,2026-05-12T15:23:23+05:30,2026-05-12T15:23:23+05:30,
txn_000101,cust_0015,prod_014,1,899900,INR,CAPTURED,wallet,1,2026-08-26T06:31:05+05:30,2026-08-26T06:31:05+05:30,
txn_000102,cust_0015,prod_005,1,3999900,INR,CAPTURED,card,1,2026-07-06T20:45:14+05:30,2026-07-06T20:45:14+05:30,
txn_000103,cust_0015,prod_002,1,149900,INR,CAPTURED,wallet,1,2026-04-21T21:24:32+05:30,2026-04-21T21:24:32+05:30,
txn_000104,cust_0015,prod_014,1,899900,INR,CAPTURED,upi,1,2026-04-29T10:00:39+05:30,2026-04-29T10:00:39+05:30,
txn_000105,cust_0016,prod_013,3,899700,INR,CAPTURED,netbanking,1,2026-03-03T19:40:46+05:30,2026-03-03T19:40:46+05:30,
txn_000106,cust_0016,prod_009,1,249900,INR,CAPTURED,wallet,1,2026-08-29T10:13:47+05:30,2026-08-29T10:13:47+05:30,
txn_000107,cust_0016,prod_010,1,799900,INR,CAPTURED,netbanking,1,2026-05-04T05:29:34+05:30,2026-05-04T05:29:34+05:30,
txn_000108,cust_0016,prod_003,1,399900,INR,CAPTURED,netbanking,1,2026-03-25T19:21:57+05:30,2026-03-25T19:21:57+05:30,
txn_000109,cust_0020,prod_013,1,299900,INR,CAPTURED,wallet,1,2026-04-12T16:16:52+05:30,2026-04-12T16:16:52+05:30,
txn_000110,cust_0020,prod_008,1,129900,INR,CAPTURED,wallet,1,2026-03-11T20:46:36+05:30,2026-03-11T20:46:36+05:30,
txn_000111,cust_0020,prod_003,1,399900,INR,CAPTURED,netbanking,1,2026-05-07T05:38:50+05:30,2026-05-07T05:38:50+05:30,
txn_000112,cust_0021,prod_003,1,399900,INR,CAPTURED,card,1,2026-04-09T16:17:06+05:30,2026-04-09T16:17:06+05:30,
txn_000113,cust_0021,prod_012,1,6499900,INR,CAPTURED,card,1,2026-06-21T19:24:11+05:30,2026-06-21T19:24:11+05:30,
txn_000114,cust_0021,prod_013,1,299900,INR,CAPTURED,netbanking,1,2026-04-24T16:02:49+05:30,2026-04-24T16:02:49+05:30,
txn_000115,cust_0021,prod_014,1,899900,INR,CAPTURED,netbanking,1,2026-05-26T06:53:57+05:30,2026-05-26T06:53:57+05:30,
txn_000116,cust_0021,prod_004,1,1499900,INR,CAPTURED,card,1,2026-05-22T17:58:23+05:30,2026-05-22T17:58:23+05:30,
txn_000117,cust_0021,prod_006,1,8999900,INR,CAPTURED,upi,1,2026-05-08T20:26:44+05:30,2026-05-08T20:26:44+05:30,
txn_000118,cust_0023,prod_018,1,1199900,INR,CAPTURED,card,1,2026-08-04T21:10:11+05:30,2026-08-04T21:10:11+05:30,
txn_000119,cust_0023,prod_017,1,449900,INR,CAPTURED,card,1,2026-03-17T14:38:09+05:30,2026-03-17T14:38:09+05:30,
txn_000120,cust_0023,prod_001,1,49900,INR,CAPTURED,card,1,2026-06-16T20:04:36+05:30,2026-06-16T20:04:36+05:30,
txn_000121,cust_0024,prod_003,2,799800,INR,CAPTURED,card,1,2026-08-03T08:46:50+05:30,2026-08-03T08:46:50+05:30,
txn_000122,cust_0024,prod_003,1,399900,INR,CAPTURED,card,1,2026-07-01T12:35:42+05:30,2026-07-01T12:35:42+05:30,
txn_000123,cust_0024,prod_002,1,149900,INR,CAPTURED,wallet,1,2026-04-24T17:43:07+05:30,2026-04-24T17:43:07+05:30,
txn_000124,cust_0025,prod_012,1,6499900,INR,CAPTURED,card,1,2026-05-25T21:21:44+05:30,2026-05-25T21:21:44+05:30,
txn_000125,cust_0025,prod_010,1,799900,INR,CAPTURED,netbanking,1,2026-04-01T09:07:37+05:30,2026-04-01T09:07:37+05:30,
txn_000126,cust_0025,prod_010,1,799900,INR,CAPTURED,upi,1,2026-03-18T22:13:04+05:30,2026-03-18T22:13:04+05:30,
txn_000127,cust_0025,prod_002,1,149900,INR,CAPTURED,wallet,1,2026-07-21T20:47:57+05:30,2026-07-21T20:47:57+05:30,
txn_000128,cust_0025,prod_013,1,299900,INR,CAPTURED,wallet,1,2026-04-12T16:33:28+05:30,2026-04-12T16:33:28+05:30,
txn_000129,cust_0025,prod_009,1,249900,INR,CAPTURED,wallet,1,2026-07-20T05:34:27+05:30,2026-07-20T05:34:27+05:30,
txn_000130,cust_0026,prod_014,3,2699700,INR,CAPTURED,netbanking,1,2026-03-13T18:11:56+05:30,2026-03-13T18:11:56+05:30,
txn_000131,cust_0026,prod_013,1,299900,INR,CAPTURED,upi,1,2026-03-21T18:51:50+05:30,2026-03-21T18:51:50+05:30,
txn_000132,cust_0027,prod_016,1,14900,INR,CAPTURED,netbanking,1,2026-08-22T15:30:06+05:30,2026-08-22T15:30:06+05:30,
txn_000133,cust_0030,prod_001,1,49900,INR,CAPTURED,upi,1,2026-03-21T17:24:28+05:30,2026-03-21T17:24:28+05:30,
txn_000134,cust_0030,prod_007,1,79900,INR,CAPTURED,wallet,1,2026-08-17T19:19:27+05:30,2026-08-17T19:19:27+05:30,
txn_000135,cust_0031,prod_001,3,149700,INR,CAPTURED,upi,1,2026-07-10T15:10:27+05:30,2026-07-10T15:10:27+05:30,
txn_000136,cust_0032,prod_013,1,299900,INR,CAPTURED,wallet,1,2026-03-26T16:04:25+05:30,2026-03-26T16:04:25+05:30,
txn_000137,cust_0033,prod_016,1,14900,INR,CAPTURED,upi,1,2026-03-26T09:57:36+05:30,2026-03-26T09:57:36+05:30,
txn_000138,cust_0035,prod_001,1,49900,INR,CAPTURED,card,1,2026-07-28T02:30:57+05:30,2026-07-28T02:30:57+05:30,
txn_000139,cust_0035,prod_007,1,79900,INR,CAPTURED,wallet,1,2026-06-19T12:13:57+05:30,2026-06-19T12:13:57+05:30,
txn_000140,cust_0036,prod_003,1,399900,INR,CAPTURED,upi,1,2026-03-26T21:55:25+05:30,2026-03-26T21:55:25+05:30,
txn_000141,cust_0037,prod_017,3,1349700,INR,CAPTURED,netbanking,1,2026-04-14T16:06:02+05:30,2026-04-14T16:06:02+05:30,
txn_000142,cust_0037,prod_010,1,799900,INR,CAPTURED,card,1,2026-05-27T04:26:13+05:30,2026-05-27T04:26:13+05:30,
txn_000143,cust_0038,prod_002,1,149900,INR,CAPTURED,wallet,1,2026-08-21T13:34:43+05:30,2026-08-21T13:34:43+05:30,
txn_000144,cust_0038,prod_003,1,399900,INR,CAPTURED,card,1,2026-03-27T14:09:11+05:30,2026-03-27T14:09:11+05:30,
txn_000145,cust_0038,prod_002,1,149900,INR,CAPTURED,netbanking,1,2026-03-13T08:22:34+05:30,2026-03-13T08:22:34+05:30,
txn_000146,cust_0038,prod_005,1,3999900,INR,CAPTURED,card,1,2026-05-25T11:01:47+05:30,2026-05-25T11:01:47+05:30,
txn_000147,cust_0039,prod_008,1,129900,INR,CAPTURED,wallet,1,2026-08-20T12:44:16+05:30,2026-08-20T12:44:16+05:30,
txn_000148,cust_0039,prod_008,1,129900,INR,CAPTURED,card,1,2026-08-15T16:35:56+05:30,2026-08-15T16:35:56+05:30,
txn_000149,cust_0040,prod_018,3,3599700,INR,CAPTURED,netbanking,1,2026-05-04T15:09:59+05:30,2026-05-04T15:09:59+05:30,
txn_000150,cust_0040,prod_014,1,899900,INR,CAPTURED,netbanking,1,2026-08-24T18:42:24+05:30,2026-08-24T18:42:24+05:30,
txn_000151,cust_0040,prod_008,1,129900,INR,CAPTURED,netbanking,1,2026-06-18T17:49:09+05:30,2026-06-18T17:49:09+05:30,
txn_000152,cust_0040,prod_017,1,449900,INR,CAPTURED,netbanking,1,2026-04-30T18:34:04+05:30,2026-04-30T18:34:04+05:30,
txn_000153,cust_0040,prod_001,1,49900,INR,CAPTURED,wallet,1,2026-03-23T21:08:25+05:30,2026-03-23T21:08:25+05:30,
txn_000154,cust_0042,prod_001,1,49900,INR,CAPTURED,upi,1,2026-08-14T16:17:20+05:30,2026-08-14T16:17:20+05:30,
txn_000155,cust_0043,prod_003,1,399900,INR,CAPTURED,wallet,1,2026-08-23T14:56:33+05:30,2026-08-23T14:56:33+05:30,
txn_000156,cust_0045,prod_014,1,899900,INR,CAPTURED,card,1,2026-05-19T17:09:32+05:30,2026-05-19T17:09:32+05:30,
txn_000157,cust_0045,prod_014,1,899900,INR,CAPTURED,upi,1,2026-08-19T19:43:23+05:30,2026-08-19T19:43:23+05:30,
txn_000158,cust_0045,prod_007,1,79900,INR,CAPTURED,upi,1,2026-07-29T18:27:38+05:30,2026-07-29T18:27:38+05:30,
txn_000159,cust_0045,prod_009,1,249900,INR,CAPTURED,netbanking,1,2026-05-21T09:28:36+05:30,2026-05-21T09:28:36+05:30,
txn_000160,cust_0045,prod_007,1,79900,INR,CAPTURED,wallet,1,2026-06-05T01:26:22+05:30,2026-06-05T01:26:22+05:30,
txn_000161,cust_0046,prod_004,1,1499900,INR,CAPTURED,card,1,2026-05-31T19:50:21+05:30,2026-05-31T19:50:21+05:30,
txn_000162,cust_0046,prod_013,1,299900,INR,CAPTURED,wallet,1,2026-06-29T06:26:14+05:30,2026-06-29T06:26:14+05:30,
txn_000163,cust_0046,prod_013,1,299900,INR,CAPTURED,netbanking,1,2026-07-15T20:57:58+05:30,2026-07-15T20:57:58+05:30,
txn_000164,cust_0046,prod_001,1,49900,INR,CAPTURED,upi,1,2026-05-01T14:16:11+05:30,2026-05-01T14:16:11+05:30,
txn_000165,cust_0046,prod_008,1,129900,INR,CAPTURED,card,1,2026-03-10T11:51:14+05:30,2026-03-10T11:51:14+05:30,
txn_000166,cust_0048,prod_016,1,14900,INR,CAPTURED,card,1,2026-03-30T18:00:49+05:30,2026-03-30T18:00:49+05:30,
txn_000167,cust_0049,prod_003,1,399900,INR,CAPTURED,netbanking,1,2026-03-11T12:16:50+05:30,2026-03-11T12:16:50+05:30,
txn_000168,cust_0050,prod_009,1,249900,INR,CAPTURED,card,1,2026-06-24T12:44:19+05:30,2026-06-24T12:44:19+05:30,
txn_000169,cust_0051,prod_007,1,79900,INR,CAPTURED,card,1,2026-05-15T17:40:45+05:30,2026-05-15T17:40:45+05:30,
txn_000170,cust_0052,prod_002,1,149900,INR,CAPTURED,upi,1,2026-06-12T15:32:57+05:30,2026-06-12T15:32:57+05:30,
txn_000171,cust_0053,prod_002,1,149900,INR,CAPTURED,netbanking,1,2026-03-13T13:51:00+05:30,2026-03-13T13:51:00+05:30,
txn_000172,cust_0053,prod_009,1,249900,INR,CAPTURED,upi,1,2026-06-30T11:28:35+05:30,2026-06-30T11:28:35+05:30,
txn_000173,cust_0053,prod_014,1,899900,INR,CAPTURED,netbanking,1,2026-05-14T07:12:14+05:30,2026-05-14T07:12:14+05:30,
txn_000174,cust_0054,prod_007,1,79900,INR,CAPTURED,card,1,2026-05-12T07:17:23+05:30,2026-05-12T07:17:23+05:30,
txn_000175,cust_0054,prod_008,1,129900,INR,CAPTURED,wallet,1,2026-06-16T11:28:12+05:30,2026-06-16T11:28:12+05:30,
txn_000176,cust_0055,prod_001,1,49900,INR,CAPTURED,wallet,1,2026-05-30T18:46:44+05:30,2026-05-30T18:46:44+05:30,
txn_000177,cust_0055,prod_008,1,129900,INR,CAPTURED,card,1,2026-06-03T12:53:27+05:30,2026-06-03T12:53:27+05:30,
txn_000178,cust_0055,prod_010,1,799900,INR,CAPTURED,card,1,2026-06-16T20:21:39+05:30,2026-06-16T20:21:39+05:30,
txn_000179,cust_0055,prod_017,1,449900,INR,CAPTURED,wallet,1,2026-04-03T13:12:22+05:30,2026-04-03T13:12:22+05:30,
txn_000180,cust_0055,prod_001,1,49900,INR,CAPTURED,upi,1,2026-04-23T20:43:24+05:30,2026-04-23T20:43:24+05:30,
txn_000181,cust_0058,prod_017,1,449900,INR,CAPTURED,wallet,1,2026-03-07T12:44:07+05:30,2026-03-07T12:44:07+05:30,
txn_000182,cust_0058,prod_018,1,1199900,INR,CAPTURED,netbanking,1,2026-08-28T12:06:01+05:30,2026-08-28T12:06:01+05:30,
txn_000183,cust_0058,prod_007,1,79900,INR,CAPTURED,upi,1,2026-03-15T18:19:58+05:30,2026-03-15T18:19:58+05:30,
txn_000184,cust_0058,prod_013,1,299900,INR,CAPTURED,netbanking,1,2026-05-11T18:32:24+05:30,2026-05-11T18:32:24+05:30,
txn_000185,cust_0059,prod_018,1,1199900,INR,CAPTURED,wallet,1,2026-04-05T14:17:24+05:30,2026-04-05T14:17:24+05:30,
txn_000186,cust_0059,prod_013,1,299900,INR,CAPTURED,card,1,2026-06-12T08:27:07+05:30,2026-06-12T08:27:07+05:30,
txn_000187,cust_0059,prod_004,3,4499700,INR,CAPTURED,wallet,1,2026-07-30T09:03:11+05:30,2026-07-30T09:03:11+05:30,
txn_000188,cust_0065,prod_002,1,149900,INR,CAPTURED,netbanking,1,2026-07-03T13:55:18+05:30,2026-07-03T13:55:18+05:30,
txn_000189,cust_0069,prod_009,2,499800,INR,CAPTURED,wallet,1,2026-03-19T11:31:17+05:30,2026-03-19T11:31:17+05:30,
txn_000190,cust_0073,prod_004,1,1499900,INR,CAPTURED,wallet,1,2026-07-31T12:37:19+05:30,2026-07-31T12:37:19+05:30,
txn_000191,cust_0073,prod_007,1,79900,INR,CAPTURED,netbanking,1,2026-05-14T16:10:54+05:30,2026-05-14T16:10:54+05:30,
txn_000192,cust_0074,prod_009,1,249900,INR,CAPTURED,wallet,1,2026-05-13T12:30:51+05:30,2026-05-13T12:30:51+05:30,
