attempt_id,transaction_id,customer_id,amount_paise,currency,status,failure_reason,method,attempt_no,retry_of_attempt_id,gateway_ref,created_at
pa_000104,txn_000081,cust_0003,79900,INR,SUCCESS,,card,1,,pay_SYN00000104,2026-05-12T16:12:23+05:30
pa_000105,txn_000082,cust_0003,899900,INR,SUCCESS,,netbanking,1,,pay_SYN00000105,2026-03-06T16:22:34+05:30
pa_000106,txn_000083,cust_0004,149900,INR,SUCCESS,,wallet,1,,pay_SYN00000106,2026-04-13T06:10:47+05:30
pa_000107,txn_000084,cust_0004,79900,INR,SUCCESS,,upi,1,,pay_SYN00000107,2026-04-03T11:49:51+05:30
pa_000108,txn_000085,cust_0004,399900,INR,SUCCESS,,netbanking,1,,pay_SYN00000108,2026-07-28T13:00:49+05:30
pa_000109,txn_000086,cust_0005,799900,INR,SUCCESS,,wallet,1,,pay_SYN00000109,2026-06-27T21:00:03+05:30
pa_000110,txn_000087,cust_0005,449900,INR,SUCCESS,,netbanking,1,,pay_SYN00000110,2026-07-06T18:18:01+05:30
pa_000111,txn_000088,cust_0005,1199900,INR,SUCCESS,,upi,1,,pay_SYN00000111,2026-03-05T16:50:35+05:30
pa_000112,txn_000089,cust_0005,899900,INR,SUCCESS,,card,1,,pay_SYN00000112,2026-04-27T10:15:53+05:30
pa_000113,txn_000090,cust_0005,799900,INR,SUCCESS,,upi,1,,pay_SYN00000113,2026-06-04T16:28:16+05:30
pa_000114,txn_000091,cust_0007,129900,INR,SUCCESS,,wallet,1,,pay_SYN00000114,2026-05-22T18:22:48+05:30
pa_000115,txn_000092,cust_0007,399900,INR,SUCCESS,,netbanking,1,,pay_SYN00000115,2026-03-31T13:31:44+05:30
pa_000116,txn_000093,cust_0008,14900,INR,SUCCESS,,upi,1,,pay_SYN00000116,2026-03-04T14:35:28+05:30
pa_000117,txn_000094,cust_0010,149900,INR,SUCCESS,,upi,1,,pay_SYN00000117,2026-09-01T11:32:38+05:30
pa_000118,txn_000095,cust_0010,129900,INR,SUCCESS,,wallet,1,,pay_SYN00000118,2026-03-12T08:45:34+05:30
pa_000119,txn_000096,cust_0011,79900,INR,SUCCESS,,card,1,,pay_SYN00000119,2026-07-10T13:56:37+05:30
pa_000120,txn_000097,cust_0013,399900,INR,SUCCESS,,netbanking,1,,pay_SYN00000120,2026-03-30T12:10:15+05:30
pa_000121,txn_000098,cust_0013,149900,INR,SUCCESS,,netbanking,1,,pay_SYN00000121,2026-03-12T18:54:11+05:30
pa_000122,txn_000099,cust_0014,149900,INR,SUCCESS,,card,1,,pay_SYN00000122,2026-06-05T09:39:46+05:30
pa_000123,txn_000100,cust_0015,899900,INR,SUCCESS,,netbanking,1,,pay_SYN00000123,2026-05-12T15:23:23+05:30
pa_000124,txn_000101,cust_0015,899900,INR,SUCCESS,,wallet,1,,pay_SYN00000124,2026-08-26T06:31:05+05:30
pa_000125,txn_000102,cust_0015,3999900,INR,SUCCESS,,card,1,,pay_SYN00000125,2026-07-06T20:45:14+05:30
pa_000126,txn_000103,cust_0015,149900,INR,SUCCESS,,wallet,1,,pay_SYN00000126,2026-04-21T21:24:32+05:30
pa_000127,txn_000104,cust_0015,899900,INR,SUCCESS,,upi,1,,pay_SYN00000127,2026-04-29T10:00:39+05:30
pa_000128,txn_000105,cust_0016,899700,INR,SUCCESS,,netbanking,1,,pay_SYN00000128,2026-03-03T19:40:46+05:30
pa_000129,txn_000106,cust_0016,249900,INR,SUCCESS,,wallet,1,,pay_SYN00000129,2026-08-29T10:13:47+05:30
pa_000130,txn_000107,cust_0016,799900,INR,SUCCESS,,netbanking,1,,pay_SYN00000130,2026-05-04T05:29:34+05:30
pa_000131,txn_000108,cust_0016,399900,INR,SUCCESS,,netbanking,1,,pay_SYN00000131,2026-03-25T19:21:57+05:30
pa_000132,txn_000109,cust_0020,299900,INR,SUCCESS,,wallet,1,,pay_SYN00000132,2026-04-12T16:16:52+05:30
pa_000133,txn_000110,cust_0020,129900,INR,SUCCESS,,wallet,1,,pay_SYN00000133,2026-03-11T20:46:36+05:30
pa_000134,txn_000111,cust_0020,399900,INR,SUCCESS,,netbanking,1,,pay_SYN00000134,2026-05-07T05:38:50+05:30
pa_000135,txn_000112,cust_0021,399900,INR,SUCCESS,,card,1,,pay_SYN00000135,2026-04-09T16:17:06+05:30
pa_000136,txn_000113,cust_0021,6499900,INR,SUCCESS,,card,1,,pay_SYN00000136,2026-06-21T19:24:11+05:30
pa_000137,txn_000114,cust_0021,299900,INR,SUCCESS,,netbanking,1,,pay_SYN00000137,2026-04-24T16:02:49+05:30
pa_000138,txn_000115,cust_0021,899900,INR,SUCCESS,,netbanking,1,,pay_SYN00000138,2026-05-26T06:53:57+05:30
pa_000139,txn_000116,cust_0021,1499900,INR,SUCCESS,,card,1,,pay_SYN00000139,2026-05-22T17:58:23+05:30
pa_000140,txn_000117,cust_0021,8999900,INR,SUCCESS,,upi,1,,pay_SYN00000140,2026-05-08T20:26:44+05:30
pa_000141,txn_000118,cust_0023,1199900,INR,SUCCESS,,card,1,,pay_SYN00000141,2026-08-04T21:10:11+05:30
pa_000142,txn_000119,cust_0023,449900,INR,SUCCESS,,card,1,,pay_SYN00000142,2026-03-17T14:38:09+05:30
pa_000143,txn_000120,cust_0023,49900,INR,SUCCESS,,card,1,,pay_SYN00000143,2026-06-16T20:04:36+05:30
pa_000144,txn_000121,cust_0024,799800,INR,SUCCESS,,card,1,,pay_SYN00000144,2026-08-03T08:46:50+05:30
pa_000145,txn_000122,cust_0024,399900,INR,SUCCESS,,card,1,,pay_SYN00000145,2026-07-01T12:35:42+05:30
pa_000146,txn_000123,cust_0024,149900,INR,SUCCESS,,wallet,1,,pay_SYN00000146,2026-04-24T17:43:07+05:30
pa_000147,txn_000124,cust_0025,6499900,INR,SUCCESS,,card,1,,pay_SYN00000147,2026-05-25T21:21:44+05:30
pa_000148,txn_000125,cust_0025,799900,INR,SUCCESS,,netbanking,1,,pay_SYN00000148,2026-04-01T09:07:37+05:30
pa_000149,txn_000126,cust_0025,799900,INR,SUCCESS,,upi,1,,pay_SYN00000149,2026-03-18T22:13:04+05:30
pa_000150,txn_000127,cust_0025,149900,INR,SUCCESS,,wallet,1,,pay_SYN00000150,2026-07-21T20:47:57+05:30
pa_000151,txn_000128,cust_0025,299900,INR,SUCCESS,,wallet,1,,pay_SYN00000151,2026-04-12T16:33:28+05:30
pa_000152,txn_000129,cust_0025,249900,INR,SUCCESS,,wallet,1,,pay_SYN00000152,2026-07-20T05:34:27+05:30
pa_000153,txn_000130,cust_0026,2699700,INR,SUCCESS,,netbanking,1,,pay_SYN00000153,2026-03-13T18:11:56+05:30
pa_000154,txn_000131,cust_0026,299900,INR,SUCCESS,,upi,1,,pay_SYN00000154,2026-03-21T18:51:50+05:30
pa_000155,txn_000132,cust_0027,14900,INR,SUCCESS,,netbanking,1,,pay_SYN00000155,2026-08-22T15:30:06+05:30
pa_000156,txn_000133,cust_0030,49900,INR,SUCCESS,,upi,1,,pay_SYN00000156,2026-03-21T17:24:28+05:30
pa_000157,txn_000134,cust_0030,79900,INR,SUCCESS,,wallet,1,,pay_SYN00000157,2026-08-17T19:19:27+05:30
pa_000158,txn_000135,cust_0031,149700,INR,SUCCESS,,upi,1,,pay_SYN00000158,2026-07-10T15:10:27+05:30
pa_000159,txn_000136,cust_0032,299900,INR,SUCCESS,,wallet,1,,pay_SYN00000159,2026-03-26T16:04:25+05:30
pa_000160,txn_000137,cust_0033,14900,INR,SUCCESS,,upi,1,,pay_SYN00000160,2026-03-26T09:57:36+05:30
pa_000161,txn_000138,cust_0035,49900,INR,SUCCESS,,card,1,,pay_SYN00000161,2026-07-28T02:30:57+05:30
pa_000162,txn_000139,cust_0035,79900,INR,SUCCESS,,wallet,1,,pay_SYN00000162,2026-06-19T12:13:57+05:30
pa_000163,txn_000140,cust_0036,399900,INR,SUCCESS,,upi,1,,pay_SYN00000163,2026-03-26T21:55:25+05:30
pa_000164,txn_000141,cust_0037,1349700,INR,SUCCESS,,netbanking,1,,pay_SYN00000164,2026-04-14T16:06:02+05:30
pa_000165,txn_000142,cust_0037,799900,INR,SUCCESS,,card,1,,pay_SYN00000165,2026-05-27T04:26:13+05:30
pa_000166,txn_000143,cust_0038,149900,INR,SUCCESS,,wallet,1,,pay_SYN00000166,2026-08-21T13:34:43+05:30
pa_000167,txn_000144,cust_0038,399900,INR,SUCCESS,,card,1,,pay_SYN00000167,2026-03-27T14:09:11+05:30
pa_000168,txn_000145,cust_0038,149900,INR,SUCCESS,,netbanking,1,,pay_SYN00000168,2026-03-13T08:22:34+05:30
pa_000169,txn_000146,cust_0038,3999900,INR,SUCCESS,,card,1,,pay_SYN00000169,2026-05-25T11:01:47+05:30
pa_000170,txn_000147,cust_0039,129900,INR,SUCCESS,,wallet,1,,pay_SYN00000170,2026-08-20T12:44:16+05:30
pa_000171,txn_000148,cust_0039,129900,INR,SUCCESS,,card,1,,pay_SYN00000171,2026-08-15T16:35:56+05:30
pa_000172,txn_000149,cust_0040,3599700,INR,SUCCESS,,netbanking,1,,pay_SYN00000172,2026-05-04T15:09:59+05:30
pa_000173,txn_000150,cust_0040,899900,INR,SUCCESS,,netbanking,1,,pay_SYN00000173,2026-08-24T18:42:24+05:30
pa_000174,txn_000151,cust_0040,129900,INR,SUCCESS,,netbanking,1,,pay_SYN00000174,2026-06-18T17:49:09+05:30
pa_000175,txn_000152,cust_0040,449900,INR,SUCCESS,,netbanking,1,,pay_SYN00000175,2026-04-30T18:34:04+05:30
pa_000176,txn_000153,cust_0040,49900,INR,SUCCESS,,wallet,1,,pay_SYN00000176,2026-03-23T21:08:25+05:30
pa_000177,txn_000154,cust_0042,49900,INR,SUCCESS,,upi,1,,pay_SYN00000177,2026-08-14T16:17:20+05:30
pa_000178,txn_000155,cust_0043,399900,INR,SUCCESS,,wallet,1,,pay_SYN00000178,2026-08-23T14:56:33+05:30
pa_000179,txn_000156,cust_0045,899900,INR,SUCCESS,,card,1,,pay_SYN00000179,2026-05-19T17:09:32+05:30
pa_000180,txn_000157,cust_0045,899900,INR,SUCCESS,,upi,1,,pay_SYN00000180,2026-08-19T19:43:23+05:30
pa_000181,txn_000158,cust_0045,79900,INR,SUCCESS,,upi,1,,pay_SYN00000181,2026-07-29T18:27:38+05:30
pa_000182,txn_000159,cust_0045,249900,INR,SUCCESS,,netbanking,1,,pay_SYN00000182,2026-05-21T09:28:36+05:30
pa_000183,txn_000160,cust_0045,79900,INR,SUCCESS,,wallet,1,,pay_SYN00000183,2026-06-05T01:26:22+05:30
pa_000184,txn_000161,cust_0046,1499900,INR,SUCCESS,,card,1,,pay_SYN00000184,2026-05-31T19:50:21+05:30
pa_000185,txn_000162,cust_0046,299900,INR,SUCCESS,,wallet,1,,pay_SYN00000185,2026-06-29T06:26:14+05:30
pa_000186,txn_000163,cust_0046,299900,INR,SUCCESS,,netbanking,1,,pay_SYN00000186,2026-07-15T20:57:58+05:30
pa_000187,txn_000164,cust_0046,49900,INR,SUCCESS,,upi,1,,pay_SYN00000187,2026-05-01T14:16:11+05:30
pa_000188,txn_000165,cust_0046,129900,INR,SUCCESS,,card,1,,pay_SYN00000188,2026-03-10T11:51:14+05:30
pa_000189,txn_000166,cust_0048,14900,INR,SUCCESS,,card,1,,pay_SYN00000189,2026-03-30T18:00:49+05:30
pa_000190,txn_000167,cust_0049,399900,INR,SUCCESS,,netbanking,1,,pay_SYN00000190,2026-03-11T12:16:50+05:30
pa_000191,txn_000168,cust_0050,249900,INR,SUCCESS,,card,1,,pay_SYN00000191,2026-06-24T12:44:19+05:30
pa_000192,txn_000169,cust_0051,79900,INR,SUCCESS,,card,1,,pay_SYN00000192,2026-05-15T17:40:45+05:30
pa_000193,txn_000170,cust_0052,149900,INR,SUCCESS,,upi,1,,pay_SYN00000193,2026-06-12T15:32:57+05:30
pa_000194,txn_000171,cust_0053,149900,INR,SUCCESS,,netbanking,1,,pay_SYN00000194,2026-03-13T13:51:00+05:30
pa_000195,txn_000172,cust_0053,249900,INR,SUCCESS,,upi,1,,pay_SYN00000195,2026-06-30T11:28:35+05:30
pa_000196,txn_000173,cust_0053,899900,INR,SUCCESS,,netbanking,1,,pay_SYN00000196,2026-05-14T07:12:14+05:30
pa_000197,txn_000174,cust_0054,79900,INR,SUCCESS,,card,1,,pay_SYN00000197,2026-05-12T07:17:23+05:30
pa_000198,txn_000175,cust_0054,129900,INR,SUCCESS,,wallet,1,,pay_SYN00000198,2026-06-16T11:28:12+05:30
pa_000199,txn_000176,cust_0055,49900,INR,SUCCESS,,wallet,1,,pay_SYN00000199,2026-05-30T18:46:44+05:30
pa_000200,txn_000177,cust_0055,129900,INR,SUCCESS,,card,1,,pay_SYN00000200,2026-06-03T12:53:27+05:30
pa_000201,txn_000178,cust_0055,799900,INR,SUCCESS,,card,1,,pay_SYN00000201,2026-06-16T20:21:39+05:30
pa_000202,txn_000179,cust_0055,449900,INR,SUCCESS,,wallet,1,,pay_SYN00000202,2026-04-03T13:12:22+05:30
pa_000203,txn_000180,cust_0055,49900,INR,SUCCESS,,upi,1,,pay_SYN00000203,2026-04-23T20:43:24+05:30
pa_000204,txn_000181,cust_0058,449900,INR,SUCCESS,,wallet,1,,pay_SYN00000204,2026-03-07T12:44:07+05:30
